HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,228318,Medium,4,268329.1992209507,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707,Medium,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,361061,High,5,243775.99556304934,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,307964,High,4,302427.68507308327,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,210176,Medium,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,77876,Very Low,4,93464.47549634287,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,469026,Very High,4,393000.94132104097,Very High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769,Medium,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,185840,Low,4,283382.6596651189,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,143362,Low,4,82693.72284510592,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90265,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,300884,High,4,294848.56685441453,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,362831,High,5,304533.59779695,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,318584,High,4,262310.47870788723,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,345132,High,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,221238,Medium,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,291150,Medium,4,315879.3948134156,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079,Medium,5,244251.69366224157,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,166814,Low,4,233171.3935251194,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,165486,Low,4,248832.36589744547,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,353982,High,5,304533.59779695,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,278761,Medium,5,319021.1309352843,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,74778,Very Low,4,96330.4016886116,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,176991,Low,4,262310.47870788723,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,261061,Medium,4,268329.1992209507,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469,Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,163716,Low,4,93464.47549634287,Low
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,203539,Medium,3,171710.6759555554,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,291238,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,486725,Very High,4,366806.2354426668,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,49734,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,278318,Medium,4,294848.56685441453,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,392743,High,4,310032.06591678737,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105752,Low,5,108887.38704622677,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,212389,Medium,4,164968.86330224667,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,247787,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,282053,Medium,4,374716.6947099925,Very High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,389380,High,5,361199.6957303127,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,170796,Low,3,224233.64507620968,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,460176,Very High,4,382001.4306011102,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,218584,Medium,4,234227.18941527372,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336,Medium,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,424778,Very High,4,294848.56685441453,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,254867,Medium,3,300821.0390461297,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327,Very High,5,416175.12129297946,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,376991,High,5,244251.69366224157,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,354867,High,5,361833.9598625689,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,274336,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991,Low,4,208380.92602583906,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143389,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,Medium,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,207079,Medium,4,238360.21897185175,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,134513,Low,4,149077.2296598968,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,221238,Medium,4,302427.68507308327,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,309734,High,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209734,Medium,4,268329.1992209507,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78761,Very Low,4,96330.4016886116,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,361061,High,5,304533.59779695,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,360176,High,4,349178.2617568588,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,379646,High,5,362579.80211734213,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690,Low,4,190358.5645978353,Medium
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,109734,Low,3,96801.9137946954,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,136283,Low,4,96330.4016886116,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964,High,4,315879.3948134156,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,178761,Low,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274,Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161504,Low,4,248832.36589744547,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,248672,Medium,4,314471.9148425795,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,300442,High,4,280581.7458884157,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,255752,Medium,4,208415.9563617874,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,331858,High,4,262310.47870788723,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,121238,Low,4,94552.96762370039,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,237168,Medium,4,164968.86330224667,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,348672,High,4,325551.9228303204,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,435398,Very High,4,382001.4306011102,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,132743,Low,4,104701.19373979745,Very Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,282566,Medium,4,314471.9148425795,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787,Medium,4,262310.47870788723,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,156637,Low,3,131355.08373073535,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,221238,Medium,4,310032.06591678737,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,265486,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,262831,Medium,5,244251.69366224157,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991,Low,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,163716,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269026,Medium,4,204501.8238147064,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,238938,Medium,4,318436.0656691799,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,238938,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84070,Very Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83185,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,190265,Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,446017,Very High,4,372328.9025842054,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,278761,Medium,4,374716.6947099925,Very High
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,174336,Low,3,104478.67793641193,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,243362,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,80530,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,276991,Medium,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,353982,High,4,310032.06591678737,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,261946,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,225663,Medium,4,233171.3935251194,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192035,Low,4,192717.9190884498,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911,Medium,4,284510.4642824419,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,331858,High,5,294385.37168085296,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,211504,Medium,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,High,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575,Very High,4,366806.2354426668,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,252212,Medium,4,190358.5645978353,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,258407,Medium,4,294848.56685441453,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,218584,Medium,3,104478.67793641193,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,207964,Medium,3,195374.62705855863,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,317699,High,5,304057.8996977578,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,285398,Medium,3,224233.64507620968,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,154867,Low,4,93464.47549634287,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,82300,Very Low,4,96330.4016886116,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,274336,Medium,3,195374.62705855863,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,77876,Very Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,356637,High,4,249181.5493319775,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,57522,Very Low,5,66467.26755329547,Very Low
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,65929,Very Low,3,58573.27455435181,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,353982,High,5,244251.69366224157,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,263716,Medium,4,234756.16233291477,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,382300,High,5,361199.6957303127,High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,392035,High,5,361199.6957303127,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,209734,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,337168,High,4,349178.2617568588,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,247787,Medium,4,310032.06591678737,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,376106,High,4,249181.5493319775,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,252212,Medium,4,227462.12481197016,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,243362,Medium,4,268329.1992209507,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,163716,Low,4,149077.2296598968,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,247787,Medium,4,302427.68507308327,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,168141,Low,3,84816.48983647395,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,300884,High,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,231858,Medium,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982,High,4,407399.13990705507,High
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,278761,Medium,4,234756.16233291477,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,85840,Very Low,4,104701.19373979745,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,351247,High,4,452590.45933029987,Extreme
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,190265,Low,4,248832.36589744547,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,458407,Very High,4,393000.94132104097,Very High
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,107522,Low,4,136277.30442362744,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,Low,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107964,Low,5,167505.73365925765,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,Low,3,195374.62705855863,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,176991,Low,4,238360.21897185175,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,190265,Low,4,374716.6947099925,Very High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,154867,Low,3,195374.62705855863,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,128318,Low,3,96801.9137946954,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168,Low,4,220951.56607981212,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,123893,Low,3,104478.67793641193,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,284955,Medium,4,366806.2354426668,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,99557,Very Low,4,106264.40073261224,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38938,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,High,5,362579.80211734213,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,232743,Medium,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,409734,Very High,4,310032.06591678737,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131415,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,216814,Medium,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255840,Medium,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,333628,High,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168,Low,4,149077.2296598968,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336,Medium,4,234756.16233291477,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38584,Very Low,4,59509.874316552654,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,238938,Medium,4,204501.8238147064,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,203539,Medium,5,293909.6735816607,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,175221,Low,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,196460,Low,4,284510.4642824419,High
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,Medium,4,234756.16233291477,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,322566,High,4,407399.13990705507,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,234513,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,226991,Medium,4,149077.2296598968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,353982,High,3,234381.87119230675,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946,Very Low,4,94552.96762370039,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,133628,Low,4,149077.2296598968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,143362,Low,3,160965.79788366705,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,273451,Medium,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,234513,Medium,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81415,Very Low,4,59509.874316552654,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,176106,Low,3,234381.87119230675,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,388690,High,4,452590.45933029987,Extreme
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,230088,Medium,4,244143.33208071068,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,Medium,5,244251.69366224157,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,62831,Very Low,5,69797.15424764017,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,166371,Low,4,190358.5645978353,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,56637,Very Low,5,66467.26755329547,Very Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,484070,Very High,5,381020.4498633146,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,342477,High,5,243775.99556304934,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,323008,High,4,315879.3948134156,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,296460,Medium,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58849,Very Low,4,94552.96762370039,Very Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,53982,Very Low,4,62397.27061291179,Very Low
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,141592,Low,3,84816.48983647395,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,373451,High,4,283382.6596651189,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,238938,Medium,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,215929,Medium,4,268329.1992209507,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,292035,Medium,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157964,Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
